country,countryCode,date,patientNumber
Czechia,CZE,3/14/2022,2225
Czechia,CZE,3/15/2022,195
Czechia,CZE,3/15/2022,2426
Czechia,CZE,3/15/2022,143
Czechia,CZE,3/15/2022,2245
Czechia,CZE,3/16/2022,194
Czechia,CZE,3/16/2022,2359
Czechia,CZE,3/16/2022,137
Czechia,CZE,3/16/2022,2258
Czechia,CZE,3/17/2022,195
Czechia,CZE,3/17/2022,2274
Czechia,CZE,3/17/2022,140
Czechia,CZE,3/17/2022,2203
Czechia,CZE,3/18/2022,183
Czechia,CZE,3/18/2022,2210
Czechia,CZE,3/18/2022,139
Czechia,CZE,3/18/2022,2065
Czechia,CZE,3/19/2022,171
Czechia,CZE,3/19/2022,1975
Czechia,CZE,3/19/2022,120
Czechia,CZE,3/19/2022,1856
Czechia,CZE,3/20/2022,179
Czechia,CZE,3/20/2022,2011
Czechia,CZE,3/21/2022,203
Czechia,CZE,3/21/2022,2256
Czechia,CZE,3/22/2022,191
Czechia,CZE,3/22/2022,2179
Czechia,CZE,3/23/2022,185
Czechia,CZE,3/23/2022,2018
Denmark,DNK,1/1/2022,73
Denmark,DNK,1/1/2022,647
Denmark,DNK,1/1/2022,1113
Denmark,DNK,1/2/2022,76
Denmark,DNK,1/2/2022,709
Denmark,DNK,1/2/2022,1182
Denmark,DNK,1/3/2022,73
Denmark,DNK,1/3/2022,770
Denmark,DNK,1/3/2022,1228
Denmark,DNK,1/4/2022,77
Denmark,DNK,1/4/2022,794
Denmark,DNK,1/4/2022,1242
Denmark,DNK,1/5/2022,80
Denmark,DNK,1/5/2022,784
Denmark,DNK,1/5/2022,1219
Denmark,DNK,1/6/2022,82
Denmark,DNK,1/6/2022,756
Denmark,DNK,1/6/2022,1224
Denmark,DNK,1/7/2022,78
Denmark,DNK,1/7/2022,755
Denmark,DNK,1/7/2022,1251
Denmark,DNK,1/8/2022,78
Denmark,DNK,1/8/2022,730
Denmark,DNK,1/8/2022,1207
Denmark,DNK,1/9/2022,77
Denmark,DNK,1/9/2022,723
Denmark,DNK,1/9/2022,1185
Denmark,DNK,1/10/2022,74
Denmark,DNK,1/10/2022,777
Denmark,DNK,1/10/2022,1156
Denmark,DNK,1/11/2022,73
Denmark,DNK,1/11/2022,754
Denmark,DNK,1/11/2022,1179
Denmark,DNK,1/12/2022,73
Denmark,DNK,1/12/2022,751
Denmark,DNK,1/12/2022,1213
Denmark,DNK,1/13/2022,64
Denmark,DNK,1/13/2022,755
Denmark,DNK,1/13/2022,1250
Denmark,DNK,1/14/2022,60
Denmark,DNK,1/14/2022,757
Denmark,DNK,1/14/2022,1291
Denmark,DNK,1/15/2022,59
Denmark,DNK,1/15/2022,711
Denmark,DNK,1/15/2022,1330
Denmark,DNK,1/16/2022,59
Denmark,DNK,1/16/2022,734
Denmark,DNK,1/16/2022,1378
Denmark,DNK,1/17/2022,52
Denmark,DNK,1/17/2022,802
Denmark,DNK,1/17/2022,1443
Denmark,DNK,1/18/2022,49
Denmark,DNK,1/18/2022,810
Denmark,DNK,1/18/2022,1487
Denmark,DNK,1/19/2022,50
Denmark,DNK,1/19/2022,821
Denmark,DNK,1/19/2022,1517
Denmark,DNK,1/20/2022,49
Denmark,DNK,1/20/2022,825
Denmark,DNK,1/20/2022,1532
Denmark,DNK,1/21/2022,44
Denmark,DNK,1/21/2022,813
Denmark,DNK,1/21/2022,1580
Denmark,DNK,1/22/2022,45
Denmark,DNK,1/22/2022,781
Denmark,DNK,1/22/2022,1630
Denmark,DNK,1/23/2022,42
Denmark,DNK,1/23/2022,813
Denmark,DNK,1/23/2022,1672
Denmark,DNK,1/24/2022,43
Denmark,DNK,1/24/2022,894
Denmark,DNK,1/24/2022,1714
Denmark,DNK,1/25/2022,44
Denmark,DNK,1/25/2022,918
Denmark,DNK,1/25/2022,1766
Denmark,DNK,1/26/2022,40
Denmark,DNK,1/26/2022,938
Denmark,DNK,1/26/2022,1838
Denmark,DNK,1/27/2022,37
Denmark,DNK,1/27/2022,955
Denmark,DNK,1/27/2022,1919
Denmark,DNK,1/28/2022,33
Denmark,DNK,1/28/2022,967
Denmark,DNK,1/28/2022,1949
Denmark,DNK,1/29/2022,35
Denmark,DNK,1/29/2022,922
Denmark,DNK,1/29/2022,1969
Denmark,DNK,1/30/2022,31
Denmark,DNK,1/30/2022,948
Denmark,DNK,1/30/2022,1973
Denmark,DNK,1/31/2022,32
Denmark,DNK,1/31/2022,1028
Denmark,DNK,1/31/2022,2014
Denmark,DNK,2/1/2022,28
Denmark,DNK,2/1/2022,1070
Denmark,DNK,2/1/2022,2057
Denmark,DNK,2/2/2022,26
Denmark,DNK,2/2/2022,1092
Denmark,DNK,2/2/2022,2128
Denmark,DNK,2/3/2022,27
Denmark,DNK,2/3/2022,1116
Denmark,DNK,2/3/2022,2172
Denmark,DNK,2/4/2022,33
Denmark,DNK,2/4/2022,1156
Denmark,DNK,2/4/2022,2271
Denmark,DNK,2/5/2022,31
Denmark,DNK,2/5/2022,1138
Denmark,DNK,2/5/2022,2330
Denmark,DNK,2/6/2022,34
Denmark,DNK,2/6/2022,1203
Denmark,DNK,2/6/2022,2397
Denmark,DNK,2/7/2022,31
Denmark,DNK,2/7/2022,1294
Denmark,DNK,2/7/2022,2504
Denmark,DNK,2/8/2022,39
Denmark,DNK,2/8/2022,1315
Denmark,DNK,2/8/2022,2574
Denmark,DNK,2/9/2022,34
Denmark,DNK,2/9/2022,1332
Denmark,DNK,2/9/2022,2651
Denmark,DNK,2/10/2022,33
Denmark,DNK,2/10/2022,1354
Denmark,DNK,2/10/2022,2708
Denmark,DNK,2/11/2022,32
Denmark,DNK,2/11/2022,1370
Denmark,DNK,2/11/2022,2755
Denmark,DNK,2/12/2022,30
Denmark,DNK,2/12/2022,1316
Denmark,DNK,2/12/2022,2755
Denmark,DNK,2/13/2022,25
Denmark,DNK,2/13/2022,1356
Denmark,DNK,2/13/2022,2798
Denmark,DNK,2/14/2022,25
Denmark,DNK,2/14/2022,1465
Denmark,DNK,2/14/2022,2822
Denmark,DNK,2/15/2022,31
Denmark,DNK,2/15/2022,1523
Denmark,DNK,2/15/2022,2852
Denmark,DNK,2/16/2022,31
Denmark,DNK,2/16/2022,1498
Denmark,DNK,2/16/2022,2864
Denmark,DNK,2/17/2022,31
Denmark,DNK,2/17/2022,1604
Denmark,DNK,2/17/2022,2917
Denmark,DNK,2/18/2022,33
Denmark,DNK,2/18/2022,1615
Denmark,DNK,2/18/2022,2897
Denmark,DNK,2/19/2022,37
Denmark,DNK,2/19/2022,1546
Denmark,DNK,2/19/2022,2903
Denmark,DNK,2/20/2022,40
Denmark,DNK,2/20/2022,1587
Denmark,DNK,2/20/2022,2897
Denmark,DNK,2/21/2022,44
Denmark,DNK,2/21/2022,1717
Denmark,DNK,2/21/2022,2915
Denmark,DNK,2/22/2022,34
Denmark,DNK,2/22/2022,1759
Denmark,DNK,2/22/2022,2875
Denmark,DNK,2/23/2022,36
Denmark,DNK,2/23/2022,1721
Denmark,DNK,2/23/2022,2815
Denmark,DNK,2/24/2022,37
Denmark,DNK,2/24/2022,1746
Denmark,DNK,2/24/2022,2741
Denmark,DNK,2/25/2022,45
Denmark,DNK,2/25/2022,1762
Denmark,DNK,2/25/2022,2702
Denmark,DNK,2/26/2022,45
Denmark,DNK,2/26/2022,1572
Denmark,DNK,2/26/2022,2645
Denmark,DNK,2/27/2022,48
Denmark,DNK,2/27/2022,1643
Denmark,DNK,2/27/2022,2556
Denmark,DNK,2/28/2022,42
Denmark,DNK,2/28/2022,1751
Denmark,DNK,2/28/2022,2474
Denmark,DNK,3/1/2022,48
Denmark,DNK,3/1/2022,1734
Denmark,DNK,3/1/2022,2410
Denmark,DNK,3/2/2022,42
Denmark,DNK,3/2/2022,1666
Denmark,DNK,3/2/2022,2315
Denmark,DNK,3/3/2022,42
Denmark,DNK,3/3/2022,1623
Denmark,DNK,3/3/2022,2235
Denmark,DNK,3/4/2022,34
Denmark,DNK,3/4/2022,1602
Denmark,DNK,3/4/2022,2234
Denmark,DNK,3/5/2022,35
Denmark,DNK,3/5/2022,1535
Denmark,DNK,3/5/2022,2202
Denmark,DNK,3/6/2022,37
Denmark,DNK,3/6/2022,1556
Denmark,DNK,3/6/2022,2179
Denmark,DNK,3/7/2022,37
Denmark,DNK,3/7/2022,1644
Denmark,DNK,3/7/2022,2079
Denmark,DNK,3/8/2022,27
Denmark,DNK,3/8/2022,1602
Denmark,DNK,3/8/2022,2022
Denmark,DNK,3/9/2022,29
Denmark,DNK,3/9/2022,1603
Denmark,DNK,3/9/2022,1997
Denmark,DNK,3/10/2022,26
Denmark,DNK,3/10/2022,1567
Denmark,DNK,3/10/2022,1932
Denmark,DNK,3/11/2022,28
Denmark,DNK,3/11/2022,1541
Denmark,DNK,3/11/2022,1831
Denmark,DNK,3/12/2022,28
Denmark,DNK,3/12/2022,1395
Denmark,DNK,3/12/2022,1813
Denmark,DNK,3/13/2022,25
Denmark,DNK,3/13/2022,1464
Denmark,DNK,3/13/2022,1754
Denmark,DNK,3/14/2022,26
Denmark,DNK,3/14/2022,1567
Denmark,DNK,3/14/2022,1725
Denmark,DNK,3/15/2022,26
Denmark,DNK,3/15/2022,1531
Denmark,DNK,3/15/2022,1684
Denmark,DNK,3/16/2022,26
Denmark,DNK,3/16/2022,1503
Denmark,DNK,3/16/2022,1632
Denmark,DNK,3/17/2022,29
Denmark,DNK,3/17/2022,1453
Denmark,DNK,3/17/2022,1602
Denmark,DNK,3/18/2022,27
Denmark,DNK,3/18/2022,1414
Denmark,DNK,3/18/2022,1536
Denmark,DNK,3/19/2022,27
Denmark,DNK,3/19/2022,1296
Denmark,DNK,3/19/2022,1504
Denmark,DNK,3/20/2022,23
Denmark,DNK,3/20/2022,1327
Denmark,DNK,3/20/2022,1468
Denmark,DNK,3/21/2022,24
Denmark,DNK,3/21/2022,1408
Denmark,DNK,3/21/2022,1383
Denmark,DNK,3/22/2022,27
Denmark,DNK,3/22/2022,1357
Denmark,DNK,3/22/2022,1289
Denmark,DNK,3/23/2022,1297
Estonia,EST,1/1/2022,19
Estonia,EST,1/1/2022,236
Estonia,EST,1/2/2022,18
Estonia,EST,1/2/2022,241
Estonia,EST,1/2/2022,16
Estonia,EST,1/2/2022,198
Estonia,EST,1/3/2022,18
Estonia,EST,1/3/2022,234
Estonia,EST,1/4/2022,18
Estonia,EST,1/4/2022,234
Estonia,EST,1/5/2022,19
Estonia,EST,1/5/2022,239
Estonia,EST,1/6/2022,19
Estonia,EST,1/6/2022,235
Estonia,EST,1/7/2022,18
Estonia,EST,1/7/2022,241
Estonia,EST,1/8/2022,18
Estonia,EST,1/8/2022,241
Estonia,EST,1/9/2022,18
Estonia,EST,1/9/2022,254
Estonia,EST,1/9/2022,12
Estonia,EST,1/9/2022,201
Estonia,EST,1/10/2022,19
Estonia,EST,1/10/2022,245
Estonia,EST,1/11/2022,18
Estonia,EST,1/11/2022,248
Estonia,EST,1/12/2022,20
Estonia,EST,1/12/2022,276
Estonia,EST,1/13/2022,20
Estonia,EST,1/13/2022,286
Estonia,EST,1/14/2022,23
Estonia,EST,1/14/2022,304
Estonia,EST,1/15/2022,21
Estonia,EST,1/15/2022,322
Estonia,EST,1/16/2022,17
Estonia,EST,1/16/2022,327
Estonia,EST,1/16/2022,16
Estonia,EST,1/16/2022,265
Estonia,EST,1/17/2022,17
Estonia,EST,1/17/2022,321
Estonia,EST,1/18/2022,15
Estonia,EST,1/18/2022,325
Estonia,EST,1/19/2022,15
Estonia,EST,1/19/2022,328
Estonia,EST,1/20/2022,17
Estonia,EST,1/20/2022,303
Estonia,EST,1/21/2022,17
Estonia,EST,1/21/2022,320
Estonia,EST,1/22/2022,19
Estonia,EST,1/22/2022,327
Estonia,EST,1/23/2022,18
Estonia,EST,1/23/2022,327
Estonia,EST,1/23/2022,22
Estonia,EST,1/23/2022,270
Estonia,EST,1/24/2022,17
Estonia,EST,1/24/2022,303
Estonia,EST,1/25/2022,19
Estonia,EST,1/25/2022,313
Estonia,EST,1/26/2022,18
Estonia,EST,1/26/2022,316
Estonia,EST,1/27/2022,16
Estonia,EST,1/27/2022,312
Estonia,EST,1/28/2022,17
Estonia,EST,1/28/2022,327
Estonia,EST,1/29/2022,18
Estonia,EST,1/29/2022,360
Estonia,EST,1/30/2022,15
Estonia,EST,1/30/2022,344
Estonia,EST,1/30/2022,13
Estonia,EST,1/30/2022,320
Estonia,EST,1/31/2022,16
Estonia,EST,1/31/2022,378
Estonia,EST,2/1/2022,14
Estonia,EST,2/1/2022,395
Estonia,EST,2/2/2022,13
Estonia,EST,2/2/2022,397
Estonia,EST,2/3/2022,13
Estonia,EST,2/3/2022,387
Estonia,EST,2/4/2022,15
Estonia,EST,2/4/2022,411
Estonia,EST,2/5/2022,17
Estonia,EST,2/5/2022,447
Estonia,EST,2/6/2022,18
Estonia,EST,2/6/2022,445
Estonia,EST,2/6/2022,7
Estonia,EST,2/6/2022,428
Estonia,EST,2/7/2022,16
Estonia,EST,2/7/2022,445
Estonia,EST,2/8/2022,18
Estonia,EST,2/8/2022,457
Estonia,EST,2/9/2022,20
Estonia,EST,2/9/2022,452
Estonia,EST,2/10/2022,22
Estonia,EST,2/10/2022,478
Estonia,EST,2/11/2022,23
Estonia,EST,2/11/2022,509
Estonia,EST,2/12/2022,26
Estonia,EST,2/12/2022,552
Estonia,EST,2/13/2022,25
Estonia,EST,2/13/2022,545
Estonia,EST,2/13/2022,14
Estonia,EST,2/13/2022,514
Estonia,EST,2/14/2022,19
Estonia,EST,2/14/2022,543
Estonia,EST,2/15/2022,20
Estonia,EST,2/15/2022,561
Estonia,EST,2/16/2022,20
Estonia,EST,2/16/2022,568
Estonia,EST,2/17/2022,20
Estonia,EST,2/17/2022,572
Estonia,EST,2/18/2022,21
Estonia,EST,2/18/2022,606
Estonia,EST,2/19/2022,21
Estonia,EST,2/19/2022,655
Estonia,EST,2/20/2022,23
Estonia,EST,2/20/2022,660
Estonia,EST,2/20/2022,16
Estonia,EST,2/20/2022,624
Estonia,EST,2/21/2022,23
Estonia,EST,2/21/2022,642
Estonia,EST,2/22/2022,19
Estonia,EST,2/22/2022,652
Estonia,EST,2/23/2022,25
Estonia,EST,2/23/2022,691
Estonia,EST,2/24/2022,28
Estonia,EST,2/24/2022,663
Estonia,EST,2/25/2022,26
Estonia,EST,2/25/2022,700
Estonia,EST,2/26/2022,26
Estonia,EST,2/26/2022,692
Estonia,EST,2/27/2022,25
Estonia,EST,2/27/2022,650
Estonia,EST,2/27/2022,16
Estonia,EST,2/27/2022,540
Estonia,EST,2/28/2022,25
Estonia,EST,2/28/2022,641
Estonia,EST,3/1/2022,22
Estonia,EST,3/1/2022,653
Estonia,EST,3/2/2022,25
Estonia,EST,3/2/2022,640
Estonia,EST,3/3/2022,18
Estonia,EST,3/3/2022,614
Estonia,EST,3/4/2022,22
Estonia,EST,3/4/2022,614
Estonia,EST,3/5/2022,21
Estonia,EST,3/5/2022,642
Estonia,EST,3/6/2022,20
Estonia,EST,3/6/2022,607
Estonia,EST,3/6/2022,9
Estonia,EST,3/6/2022,483
Estonia,EST,3/7/2022,20
Estonia,EST,3/7/2022,607
Estonia,EST,3/8/2022,22
Estonia,EST,3/8/2022,630
Estonia,EST,3/9/2022,25
Estonia,EST,3/9/2022,627
Estonia,EST,3/10/2022,22
Estonia,EST,3/10/2022,603
Estonia,EST,3/11/2022,22
Estonia,EST,3/11/2022,618
Estonia,EST,3/12/2022,18
Estonia,EST,3/12/2022,639
Estonia,EST,3/13/2022,19
Estonia,EST,3/13/2022,612
Estonia,EST,3/13/2022,14
Estonia,EST,3/13/2022,472
Finland,FIN,1/1/2022,53
Finland,FIN,1/1/2022,376
Finland,FIN,1/2/2022,53
Finland,FIN,1/2/2022,376
Finland,FIN,1/3/2022,53
Finland,FIN,1/3/2022,398
Finland,FIN,1/4/2022,53
Finland,FIN,1/4/2022,397
Finland,FIN,1/5/2022,47
Finland,FIN,1/5/2022,470
Finland,FIN,1/6/2022,47
Finland,FIN,1/6/2022,470
Finland,FIN,1/7/2022,55
Finland,FIN,1/7/2022,508
Finland,FIN,1/8/2022,55
Finland,FIN,1/8/2022,508
Finland,FIN,1/9/2022,55
Finland,FIN,1/9/2022,508
Finland,FIN,1/10/2022,60
Finland,FIN,1/10/2022,620
Finland,FIN,1/11/2022,61
Finland,FIN,1/11/2022,635
Finland,FIN,1/12/2022,58
Finland,FIN,1/12/2022,701
Finland,FIN,1/13/2022,58
Finland,FIN,1/13/2022,705
Finland,FIN,1/14/2022,63
Finland,FIN,1/14/2022,680
Finland,FIN,1/15/2022,63
Finland,FIN,1/15/2022,680
Finland,FIN,1/16/2022,63
Finland,FIN,1/16/2022,680
Finland,FIN,1/17/2022,62
Finland,FIN,1/17/2022,681
Finland,FIN,1/18/2022,61
Finland,FIN,1/18/2022,679
Finland,FIN,1/19/2022,64
Finland,FIN,1/19/2022,713
Finland,FIN,1/20/2022,65
Finland,FIN,1/20/2022,708
Finland,FIN,1/21/2022,63
Finland,FIN,1/21/2022,668
Finland,FIN,1/22/2022,63
Finland,FIN,1/22/2022,668
Finland,FIN,1/23/2022,63
Finland,FIN,1/23/2022,668
Finland,FIN,1/24/2022,50
Finland,FIN,1/24/2022,691
Finland,FIN,1/25/2022,48
Finland,FIN,1/25/2022,702
Finland,FIN,1/26/2022,49
Finland,FIN,1/26/2022,675
Finland,FIN,1/27/2022,51
Finland,FIN,1/27/2022,675
Finland,FIN,1/28/2022,53
Finland,FIN,1/28/2022,633
Finland,FIN,1/29/2022,53
Finland,FIN,1/29/2022,633
Finland,FIN,1/30/2022,53
Finland,FIN,1/30/2022,633
Finland,FIN,1/31/2022,50
Finland,FIN,1/31/2022,671
Finland,FIN,2/1/2022,49
Finland,FIN,2/1/2022,670
Finland,FIN,2/2/2022,37
Finland,FIN,2/2/2022,655
Finland,FIN,2/3/2022,37
Finland,FIN,2/3/2022,646
Finland,FIN,2/4/2022,32
Finland,FIN,2/4/2022,656
Finland,FIN,2/5/2022,32
Finland,FIN,2/5/2022,656
Finland,FIN,2/6/2022,32
Finland,FIN,2/6/2022,656
Finland,FIN,2/7/2022,39
Finland,FIN,2/7/2022,667
Finland,FIN,2/8/2022,43
Finland,FIN,2/8/2022,685
Finland,FIN,2/9/2022,33
Finland,FIN,2/9/2022,712
Finland,FIN,2/10/2022,33
Finland,FIN,2/10/2022,719
Finland,FIN,2/11/2022,33
Finland,FIN,2/11/2022,711
Finland,FIN,2/12/2022,33
Finland,FIN,2/12/2022,711
Finland,FIN,2/13/2022,33
Finland,FIN,2/13/2022,711
Finland,FIN,2/14/2022,38
Finland,FIN,2/14/2022,691
Finland,FIN,2/15/2022,35
Finland,FIN,2/15/2022,675
Finland,FIN,2/16/2022,30
Finland,FIN,2/16/2022,716
Finland,FIN,2/17/2022,30
Finland,FIN,2/17/2022,690
Finland,FIN,2/18/2022,30
Finland,FIN,2/18/2022,678
Finland,FIN,2/19/2022,30
Finland,FIN,2/19/2022,678
Finland,FIN,2/20/2022,30
Finland,FIN,2/20/2022,678
Finland,FIN,2/21/2022,35
Finland,FIN,2/21/2022,738
Finland,FIN,2/22/2022,35
Finland,FIN,2/22/2022,744
Finland,FIN,2/23/2022,34
Finland,FIN,2/23/2022,724
Finland,FIN,2/24/2022,35
Finland,FIN,2/24/2022,729
Finland,FIN,2/25/2022,38
Finland,FIN,2/25/2022,723
Finland,FIN,2/26/2022,38
Finland,FIN,2/26/2022,723
Finland,FIN,2/27/2022,38
Finland,FIN,2/27/2022,723
Finland,FIN,2/28/2022,31
Finland,FIN,2/28/2022,718
Finland,FIN,3/1/2022,31
Finland,FIN,3/1/2022,693
Finland,FIN,3/2/2022,31
Finland,FIN,3/2/2022,763
Finland,FIN,3/3/2022,31
Finland,FIN,3/3/2022,756
Finland,FIN,3/4/2022,32
Finland,FIN,3/4/2022,767
Finland,FIN,3/5/2022,32
Finland,FIN,3/5/2022,767
Finland,FIN,3/6/2022,32
Finland,FIN,3/6/2022,767
Finland,FIN,3/7/2022,35
Finland,FIN,3/7/2022,836
Finland,FIN,3/8/2022,35
Finland,FIN,3/8/2022,836
Finland,FIN,3/9/2022,31
Finland,FIN,3/9/2022,835
Finland,FIN,3/10/2022,31
Finland,FIN,3/10/2022,835
Finland,FIN,3/11/2022,36
Finland,FIN,3/11/2022,807
Finland,FIN,3/12/2022,36
Finland,FIN,3/12/2022,807
Finland,FIN,3/13/2022,36
Finland,FIN,3/13/2022,807
Finland,FIN,3/14/2022,43
Finland,FIN,3/14/2022,871
Finland,FIN,3/15/2022,44
Finland,FIN,3/15/2022,880
Finland,FIN,3/16/2022,35
Finland,FIN,3/16/2022,861
Finland,FIN,3/17/2022,36
Finland,FIN,3/17/2022,877
Finland,FIN,3/18/2022,39
Finland,FIN,3/18/2022,894
Finland,FIN,3/19/2022,39
Finland,FIN,3/19/2022,894
Finland,FIN,3/20/2022,39
Finland,FIN,3/20/2022,894
Finland,FIN,3/21/2022,45
Finland,FIN,3/21/2022,950
Finland,FIN,3/22/2022,45
Finland,FIN,3/22/2022,949
Finland,FIN,3/23/2022,32
Finland,FIN,3/23/2022,969
France,FRA,1/1/2022,3560
France,FRA,1/1/2022,18811
France,FRA,1/1/2022,2017
France,FRA,1/1/2022,11151
France,FRA,1/2/2022,3572
France,FRA,1/2/2022,19043
France,FRA,1/2/2022,2025
France,FRA,1/2/2022,11297
France,FRA,1/3/2022,3654
France,FRA,1/3/2022,19606
France,FRA,1/3/2022,2049
France,FRA,1/3/2022,11823
France,FRA,1/4/2022,3665
France,FRA,1/4/2022,20186
France,FRA,1/4/2022,2092
France,FRA,1/4/2022,12594
France,FRA,1/5/2022,3695
France,FRA,1/5/2022,20688
France,FRA,1/5/2022,2125
France,FRA,1/5/2022,13128
France,FRA,1/6/2022,3759
France,FRA,1/6/2022,21169
France,FRA,1/6/2022,2236
France,FRA,1/6/2022,13607
France,FRA,1/7/2022,3815
France,FRA,1/7/2022,21605
France,FRA,1/7/2022,2274
France,FRA,1/7/2022,13987
France,FRA,1/8/2022,3821
France,FRA,1/8/2022,21721
France,FRA,1/8/2022,2320
France,FRA,1/8/2022,14370
France,FRA,1/9/2022,3847
France,FRA,1/9/2022,21982
France,FRA,1/9/2022,2370
France,FRA,1/9/2022,14560
France,FRA,1/10/2022,3904
France,FRA,1/10/2022,22749
France,FRA,1/10/2022,2398
France,FRA,1/10/2022,14943
France,FRA,1/11/2022,3969
France,FRA,1/11/2022,23371
France,FRA,1/11/2022,2430
France,FRA,1/11/2022,15211
France,FRA,1/12/2022,3985
France,FRA,1/12/2022,23889
France,FRA,1/12/2022,2415
France,FRA,1/12/2022,15534
France,FRA,1/13/2022,3939
France,FRA,1/13/2022,24154
France,FRA,1/13/2022,2339
France,FRA,1/13/2022,15646
France,FRA,1/14/2022,3895
France,FRA,1/14/2022,24511
France,FRA,1/14/2022,2291
France,FRA,1/14/2022,15824
France,FRA,1/15/2022,3852
France,FRA,1/15/2022,24544
France,FRA,1/15/2022,2266
France,FRA,1/15/2022,16029
France,FRA,1/16/2022,3852
France,FRA,1/16/2022,24887
France,FRA,1/16/2022,2234
France,FRA,1/16/2022,16216
France,FRA,1/17/2022,3913
France,FRA,1/17/2022,25776
France,FRA,1/17/2022,2209
France,FRA,1/17/2022,16488
France,FRA,1/18/2022,3881
France,FRA,1/18/2022,26526
France,FRA,1/18/2022,2084
France,FRA,1/18/2022,16848
France,FRA,1/19/2022,3852
France,FRA,1/19/2022,27230
France,FRA,1/19/2022,2033
France,FRA,1/19/2022,17229
France,FRA,1/20/2022,3842
France,FRA,1/20/2022,27931
France,FRA,1/20/2022,2000
France,FRA,1/20/2022,17769
France,FRA,1/21/2022,3792
France,FRA,1/21/2022,28457
France,FRA,1/21/2022,2019
France,FRA,1/21/2022,18360
France,FRA,1/22/2022,3746
France,FRA,1/22/2022,28515
France,FRA,1/22/2022,2015
France,FRA,1/22/2022,18664
France,FRA,1/23/2022,3760
France,FRA,1/23/2022,28838
France,FRA,1/23/2022,2039
France,FRA,1/23/2022,18729
France,FRA,1/24/2022,3776
France,FRA,1/24/2022,29748
France,FRA,1/24/2022,2021
France,FRA,1/24/2022,19267
France,FRA,1/25/2022,3741
France,FRA,1/25/2022,30189
France,FRA,1/25/2022,2034
France,FRA,1/25/2022,19600
France,FRA,1/26/2022,3712
France,FRA,1/26/2022,30624
France,FRA,1/26/2022,2045
France,FRA,1/26/2022,19710
France,FRA,1/27/2022,3694
France,FRA,1/27/2022,30982
France,FRA,1/27/2022,2060
France,FRA,1/27/2022,19752
France,FRA,1/28/2022,3656
France,FRA,1/28/2022,31271
France,FRA,1/28/2022,2052
France,FRA,1/28/2022,19773
France,FRA,1/29/2022,3634
France,FRA,1/29/2022,31282
France,FRA,1/29/2022,2027
France,FRA,1/29/2022,19690
France,FRA,1/30/2022,3641
France,FRA,1/30/2022,31536
France,FRA,1/30/2022,1999
France,FRA,1/30/2022,19686
France,FRA,1/31/2022,3700
France,FRA,1/31/2022,32374
France,FRA,1/31/2022,1996
France,FRA,1/31/2022,19480
France,FRA,2/1/2022,3751
France,FRA,2/1/2022,32894
France,FRA,2/1/2022,2070
France,FRA,2/1/2022,19555
France,FRA,2/2/2022,3700
France,FRA,2/2/2022,32720
France,FRA,2/2/2022,2095
France,FRA,2/2/2022,19488
France,FRA,2/3/2022,3643
France,FRA,2/3/2022,32852
France,FRA,2/3/2022,2089
France,FRA,2/3/2022,19484
France,FRA,2/4/2022,3618
France,FRA,2/4/2022,32988
France,FRA,2/4/2022,2170
France,FRA,2/4/2022,20419
France,FRA,2/5/2022,3606
France,FRA,2/5/2022,32867
France,FRA,2/5/2022,2206
France,FRA,2/5/2022,20324
France,FRA,2/6/2022,3577
France,FRA,2/6/2022,33027
France,FRA,2/6/2022,2197
France,FRA,2/6/2022,20136
France,FRA,2/7/2022,3622
France,FRA,2/7/2022,33447
France,FRA,2/7/2022,2191
France,FRA,2/7/2022,19819
France,FRA,2/8/2022,3555
France,FRA,2/8/2022,33352
France,FRA,2/8/2022,2057
France,FRA,2/8/2022,18962
France,FRA,2/9/2022,3503
France,FRA,2/9/2022,32878
France,FRA,2/9/2022,1987
France,FRA,2/9/2022,18346
France,FRA,2/10/2022,3416
France,FRA,2/10/2022,32415
France,FRA,2/10/2022,1965
France,FRA,2/10/2022,17675
France,FRA,2/11/2022,3371
France,FRA,2/11/2022,31939
France,FRA,2/11/2022,1808
France,FRA,2/11/2022,16019
France,FRA,2/12/2022,3324
France,FRA,2/12/2022,31522
France,FRA,2/12/2022,1739
France,FRA,2/12/2022,15532
France,FRA,2/13/2022,3305
France,FRA,2/13/2022,31621
France,FRA,2/13/2022,1723
France,FRA,2/13/2022,15327
France,FRA,2/14/2022,3296
France,FRA,2/14/2022,31532
France,FRA,2/14/2022,1706
France,FRA,2/14/2022,14712
France,FRA,2/15/2022,3235
France,FRA,2/15/2022,31091
France,FRA,2/15/2022,1677
France,FRA,2/15/2022,14106
France,FRA,2/16/2022,3126
France,FRA,2/16/2022,30578
France,FRA,2/16/2022,1588
France,FRA,2/16/2022,13467
France,FRA,2/17/2022,3055
France,FRA,2/17/2022,29843
France,FRA,2/17/2022,1528
France,FRA,2/17/2022,12929
France,FRA,2/18/2022,2970
France,FRA,2/18/2022,29194
France,FRA,2/18/2022,1479
France,FRA,2/18/2022,12347
France,FRA,2/19/2022,2918
France,FRA,2/19/2022,28632
France,FRA,2/19/2022,1450
France,FRA,2/19/2022,11996
France,FRA,2/20/2022,2923
France,FRA,2/20/2022,28643
France,FRA,2/20/2022,1427
France,FRA,2/20/2022,11794
France,FRA,2/21/2022,2905
France,FRA,2/21/2022,28383
France,FRA,2/21/2022,1326
